0	1220	0.712617
1	2443	0.713493
2	3673	0.715148
3	4886	0.713493
4	6100	0.712617
5	7293	0.709988
6	8486	0.708111
7	9686	0.707214
8	10887	0.706581
9	12053	0.704030
10	13191	0.700457
11	14384	0.700156
12	15542	0.698329
13	16707	0.697054
14	17873	0.695989
15	19010	0.693998
16	20156	0.692551
17	21297	0.691102
18	22454	0.690298
19	23623	0.689924
20	24753	0.688501
21	25895	0.687527
22	27028	0.686408
23	28110	0.684141
24	29262	0.683692
25	30377	0.682445
26	31510	0.681681
27	32630	0.680699
28	33742	0.679625
29	34850	0.678544
30	35908	0.676590
31	37021	0.675763
32	38097	0.674331
33	39181	0.673121
34	40257	0.671846
35	41324	0.670496
36	42415	0.669598
37	43491	0.668516
38	44542	0.667116
39	45608	0.666005
40	46680	0.665033
41	47729	0.663788
42	48808	0.663008
43	49859	0.661892
44	50934	0.661137
45	51981	0.660059
46	53019	0.658916
47	54055	0.657795
48	55079	0.656578
49	56115	0.655549
