0	906	0.529206
1	1673	0.488610
2	2358	0.459112
3	2987	0.436186
4	3616	0.422430
5	4219	0.410728
6	4835	0.403455
7	5409	0.394933
8	5968	0.387331
9	6522	0.380958
10	7055	0.374628
11	7560	0.367991
12	8059	0.362105
13	8553	0.356851
14	9040	0.352025
15	9515	0.347364
16	9961	0.342255
17	10391	0.337195
18	10835	0.333098
19	11251	0.328592
20	11650	0.324043
21	12035	0.319536
22	12418	0.315370
23	12784	0.311137
24	13137	0.306939
25	13473	0.302682
26	13810	0.298763
27	14132	0.294810
28	14447	0.290989
29	14738	0.286955
30	15028	0.283162
31	15292	0.279133
32	15534	0.274958
33	15757	0.270702
34	15972	0.266555
35	16177	0.262477
36	16386	0.258683
37	16576	0.254796
38	16751	0.250884
39	16925	0.247152
40	17079	0.243318
41	17235	0.239695
42	17387	0.236185
43	17504	0.232370
44	17610	0.228583
45	17718	0.224985
46	17821	0.221478
47	17905	0.217886
48	17996	0.214524
49	18080	0.211215
