0	1123	0.655958
1	2197	0.641647
2	3217	0.626363
3	4188	0.611565
4	5152	0.601869
5	6121	0.595892
6	7032	0.586782
7	7931	0.579074
8	8807	0.571586
9	9658	0.564136
10	10498	0.557455
11	11338	0.551889
12	12157	0.546235
13	12978	0.541472
14	13765	0.536020
15	14530	0.530447
16	15305	0.525873
17	16055	0.520996
18	16782	0.515925
19	17510	0.511390
20	18221	0.506815
21	18938	0.502814
22	19633	0.498603
23	20329	0.494767
24	21016	0.491028
25	21706	0.487644
26	22384	0.484251
27	23025	0.480328
28	23663	0.476615
29	24337	0.473851
30	24971	0.470512
31	25593	0.467162
32	26222	0.464139
33	26855	0.461363
34	27492	0.458812
35	28104	0.455997
36	28708	0.453208
37	29323	0.450735
38	29945	0.448493
39	30536	0.445911
40	31148	0.443754
41	31707	0.440963
42	32273	0.438397
43	32842	0.435987
44	33408	0.433645
45	33978	0.431456
46	34523	0.429049
47	35070	0.426767
48	35627	0.424697
49	36166	0.422500
